"Neighborhood","TotalUnits","LandSqFt","GrossSqFt","YearBuilt","TaxClass","SalePrice"
"UPPER EAST SIDE (59-79)  ",0,0,0,1910,"Class 2",215000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1923,"Class 2",215000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1930,"Class 2",215000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1941,"Class 2",215000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1954,"Class 2",215000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",215982
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",215982
"INWOOD                   ",0,0,0,1953,"Class 2",216000
"MIDTOWN CBD              ",1,0,0,1903,"Class 4",216500
"MIDTOWN WEST             ",2,7532,112850,2007,"Class 4",216823
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",216996
"MORNINGSIDE HEIGHTS      ",0,0,0,1956,"Class 2",218000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1941,"Class 2",218000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",218010
"MIDTOWN WEST             ",1,0,0,1950,"Class 2",218923
"HARLEM-CENTRAL           ",0,0,0,1926,"Class 2",219000
"FINANCIAL                ",2,2714,10470,1924,"Class 4",219047
"FINANCIAL                ",2,2714,10470,1924,"Class 4",219047
"FINANCIAL                ",2,2714,10470,1924,"Class 4",219047
"CHINATOWN                ",1,0,0,2007,"Class 4",220000
"HARLEM-CENTRAL           ",0,0,0,1957,"Class 2",220000
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",220000
"INWOOD                   ",0,0,0,1949,"Class 2",220000
"MORNINGSIDE HEIGHTS      ",0,0,0,1905,"Class 2",220000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",220000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",220000
"HARLEM-CENTRAL           ",0,0,0,1920,"Class 2",221000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",221000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",221052
"CLINTON                  ",1,0,0,2005,"Class 2",221900
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",222481
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",223080
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",223080
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",223607
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",224672
"HARLEM-CENTRAL           ",0,0,0,1994,"Class 2",225000
"HARLEM-CENTRAL           ",0,0,0,1900,"Class 2",225000
"HARLEM-CENTRAL           ",0,0,0,1910,"Class 2",225000
"MIDTOWN EAST             ",0,0,0,1968,"Class 2",225000
"MORNINGSIDE HEIGHTS      ",0,0,0,1956,"Class 2",225000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",225000
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",225000
"UPPER EAST SIDE (79-96)  ",0,0,0,1930,"Class 2",225000
"UPPER WEST SIDE (59-79)  ",0,0,0,1927,"Class 2",225000
"UPPER EAST SIDE (79-96)  ",1,0,0,1963,"Class 2",225108
"HARLEM-CENTRAL           ",0,0,0,1900,"Class 2",225500
"MIDTOWN EAST             ",0,0,0,1963,"Class 2",226000
"UPPER EAST SIDE (59-79)  ",0,0,0,1957,"Class 2",227000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1963,"Class 2",228000
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",228150
"GREENWICH VILLAGE-WEST   ",0,0,0,1930,"Class 2",229000
"HARLEM-CENTRAL           ",0,0,0,1900,"Class 2",229000
"HARLEM-CENTRAL           ",0,0,0,1900,"Class 2",229000
"UPPER WEST SIDE (96-116) ",0,0,0,1930,"Class 2",229000
"GRAMERCY                 ",1,0,0,1900,"Class 2",230000
"HARLEM-CENTRAL           ",0,0,0,1925,"Class 2",230000
"LOWER EAST SIDE          ",1,0,0,0,"Class 4",230000
"UPPER EAST SIDE (59-79)  ",0,0,0,1900,"Class 2",230000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",230000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1923,"Class 2",230000
"UPPER WEST SIDE (59-79)  ",0,0,0,1900,"Class 2",230367
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",231000
"UPPER EAST SIDE (79-96)  ",0,0,0,1950,"Class 2",231500
"HARLEM-UPPER             ",0,0,0,1920,"Class 2",232000
"UPPER WEST SIDE (79-96)  ",0,0,0,1929,"Class 2",232500
"UPPER WEST SIDE (96-116) ",0,0,0,1929,"Class 2",232500
"MIDTOWN EAST             ",0,0,0,1900,"Class 2",233000
"HARLEM-CENTRAL           ",1,0,0,2008,"Class 2",233018
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",233220
"UPPER EAST SIDE (59-79)  ",0,0,0,1962,"Class 2",233634
"UPPER EAST SIDE (59-79)  ",0,0,0,1930,"Class 2",234000
"HARLEM-CENTRAL           ",0,0,0,1994,"Class 2",235000
"HARLEM-UPPER             ",0,0,0,1916,"Class 2",235000
"HARLEM-WEST              ",29,6108,21775,1920,"Class 2",235000
"INWOOD                   ",0,0,0,1956,"Class 2",235000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",235000
"UPPER EAST SIDE (79-96)  ",0,0,0,1900,"Class 2",235000
"UPPER EAST SIDE (79-96)  ",0,0,0,1905,"Class 2",235000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1930,"Class 2",235000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1925,"Class 2",235000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1941,"Class 2",235000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1941,"Class 2",235000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1920,"Class 2",235000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",235000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1928,"Class 2",235755
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",236000
"CLINTON                  ",0,0,0,1929,"Class 2",237500
"MIDTOWN WEST             ",1,0,0,1963,"Class 4",238000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1939,"Class 2",238000
"UPPER EAST SIDE (79-96)  ",0,0,0,1962,"Class 2",239000
"MIDTOWN WEST             ",1,0,0,1950,"Class 2",239288
"UPPER EAST SIDE (59-79)  ",0,0,0,1958,"Class 2",239313
"HARLEM-UPPER             ",1,0,0,0,"Class 2",240000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",240000
"MIDTOWN EAST             ",0,0,0,1962,"Class 2",240000
"UPPER EAST SIDE (79-96)  ",0,0,0,1925,"Class 2",240000
"UPPER WEST SIDE (59-79)  ",0,0,0,1920,"Class 2",240000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1925,"Class 2",240000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",241000
"EAST VILLAGE             ",2,1526,3888,1899,"Class 1",241307
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",241312
"MIDTOWN WEST             ",1,0,0,0,"Class 4",241814
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",242000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",244900
"GRAMERCY                 ",0,0,0,1931,"Class 2",245000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",245000
"UPPER EAST SIDE (59-79)  ",0,0,0,1957,"Class 2",245000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",245000
"UPPER WEST SIDE (96-116) ",0,0,0,1900,"Class 2",245000
"UPPER WEST SIDE (96-116) ",0,0,0,1929,"Class 2",245000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1910,"Class 2",245000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1925,"Class 2",245000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1920,"Class 2",245000
"INWOOD                   ",0,0,0,1956,"Class 2",246000
"MIDTOWN EAST             ",0,0,0,1942,"Class 2",246216
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",246500
"UPPER EAST SIDE (59-79)  ",0,0,0,1910,"Class 2",247000
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",247000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1920,"Class 2",247000
"LOWER EAST SIDE          ",1,0,0,1900,"Class 2",248000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",248000
"UPPER EAST SIDE (59-79)  ",0,0,0,1940,"Class 2",248000
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",248430
"INWOOD                   ",0,0,0,1949,"Class 2",249000
"UPPER EAST SIDE (59-79)  ",0,0,0,1930,"Class 2",249000
"UPPER EAST SIDE (79-96)  ",0,0,0,1925,"Class 2",249000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1925,"Class 2",249000
"INWOOD                   ",0,0,0,1952,"Class 2",249069
"MIDTOWN WEST             ",2,7532,112850,2007,"Class 4",249569
"MIDTOWN WEST             ",1,0,0,1925,"Class 4",249621
"CHELSEA                  ",15,2100,7790,1930,"Class 2",250000
"CHELSEA                  ",0,0,0,1910,"Class 2",250000
"CIVIC CENTER             ",1,0,0,1900,"Class 4",250000
"CLINTON                  ",0,0,0,1910,"Class 2",250000
"HARLEM-CENTRAL           ",0,0,0,1925,"Class 2",250000
"HARLEM-CENTRAL           ",0,0,0,1910,"Class 2",250000
"HARLEM-CENTRAL           ",0,0,0,1912,"Class 2",250000
"HARLEM-CENTRAL           ",0,0,0,1926,"Class 2",250000
"HARLEM-CENTRAL           ",0,0,0,1957,"Class 2",250000
"HARLEM-EAST              ",0,0,0,1910,"Class 2",250000
"HARLEM-UPPER             ",1,0,0,0,"Class 2",250000
"INWOOD                   ",0,0,0,1939,"Class 2",250000
"INWOOD                   ",0,0,0,1925,"Class 2",250000
"INWOOD                   ",0,0,0,1956,"Class 2",250000
"LITTLE ITALY             ",0,0,0,1900,"Class 2",250000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",250000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",250000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",250000
"MIDTOWN EAST             ",0,0,0,1951,"Class 2",250000
"UPPER EAST SIDE (59-79)  ",0,0,0,1900,"Class 2",250000
"UPPER EAST SIDE (59-79)  ",0,0,0,1932,"Class 2",250000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",250000
"UPPER EAST SIDE (79-96)  ",0,0,0,1958,"Class 2",250000
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",250000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",250000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1941,"Class 2",250000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",250000
"UPPER WEST SIDE (96-116) ",0,0,0,1911,"Class 2",251250
"CLINTON                  ",0,0,0,1929,"Class 2",252000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",252000
"UPPER EAST SIDE (79-96)  ",0,0,0,1930,"Class 2",252000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",252500
"MIDTOWN WEST             ",1,0,0,0,"Class 4",253015
"UPPER WEST SIDE (59-79)  ",0,0,0,1927,"Class 2",253600
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",254000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",254500
"CLINTON                  ",0,0,0,1940,"Class 2",255000
"HARLEM-CENTRAL           ",1,0,0,1910,"Class 2",255000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",255000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",255000
"MORNINGSIDE HEIGHTS      ",0,0,0,1956,"Class 2",255000
"MURRAY HILL              ",0,0,0,1963,"Class 2",255000
"UPPER EAST SIDE (79-96)  ",0,0,0,1900,"Class 2",255000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",255000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",255000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",255000
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",255000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1925,"Class 2",255000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",255000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1939,"Class 2",255000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",255021
"HARLEM-CENTRAL           ",0,0,0,2004,"Class 2",255500
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",255500
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",255528
"WASHINGTON HEIGHTS LOWER ",0,0,0,1910,"Class 2",256000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",257000
"UPPER WEST SIDE (96-116) ",0,0,0,1900,"Class 2",257000
"MIDTOWN WEST             ",1,0,0,0,"Class 4",257236
"UPPER EAST SIDE (79-96)  ",0,0,0,1966,"Class 2",257500
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",257556
"INWOOD                   ",0,0,0,1949,"Class 2",258000
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",258000
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",258570
"INWOOD                   ",0,0,0,1952,"Class 2",259000
"UPPER EAST SIDE (79-96)  ",0,0,0,1959,"Class 2",259000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",259000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1939,"Class 2",259000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",259500
"SOUTHBRIDGE              ",4,1640,6560,1920,"Class 4",259653
"HARLEM-CENTRAL           ",0,0,0,1957,"Class 2",260000
"INWOOD                   ",0,0,0,1966,"Class 2",260000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",260000
"MORNINGSIDE HEIGHTS      ",0,0,0,1956,"Class 2",260000
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",260000
"UPPER EAST SIDE (59-79)  ",0,0,0,1930,"Class 2",260000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",260000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",260000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1910,"Class 2",260000
"WASHINGTON HEIGHTS UPPER ",1,0,0,0,"Class 2",260000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",261612
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",261800
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",262000
"KIPS BAY                 ",0,0,0,1920,"Class 2",262000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",262000
"CHELSEA                  ",0,0,0,1900,"Class 2",262500
"MIDTOWN EAST             ",0,0,0,1939,"Class 2",262500
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",263500
"CHELSEA                  ",0,0,0,1911,"Class 2",265000
"CLINTON                  ",0,0,0,1929,"Class 2",265000
"HARLEM-CENTRAL           ",0,0,0,1917,"Class 2",265000
"HARLEM-EAST              ",0,0,0,1910,"Class 2",265000
"MIDTOWN EAST             ",0,0,0,1959,"Class 2",265000
"MURRAY HILL              ",0,0,0,1955,"Class 2",265000
"UPPER EAST SIDE (79-96)  ",0,0,0,1962,"Class 2",265000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",265000
"UPPER WEST SIDE (96-116) ",0,0,0,1915,"Class 2",265000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1910,"Class 2",265000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",265000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",265000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1959,"Class 2",265000
"HARLEM-UPPER             ",1,0,0,1908,"Class 2",266175
"MIDTOWN EAST             ",0,0,0,1959,"Class 2",266500
"INWOOD                   ",0,0,0,1956,"Class 2",267000
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",267225
"UPPER EAST SIDE (59-79)  ",0,0,0,1910,"Class 2",267500
"UPPER WEST SIDE (59-79)  ",0,0,0,1905,"Class 2",267500
"UPPER EAST SIDE (59-79)  ",0,0,0,1929,"Class 2",267958
"HARLEM-EAST              ",1,0,0,1910,"Class 2",268000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",268000
"HARLEM-UPPER             ",0,0,0,1910,"Class 2",269000
"HARLEM-UPPER             ",0,0,0,1920,"Class 2",269000
"KIPS BAY                 ",0,0,0,1920,"Class 2",269000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",269000
"UPPER EAST SIDE (79-96)  ",0,0,0,1930,"Class 2",269000
"CLINTON                  ",0,0,0,1929,"Class 2",270000
"HARLEM-CENTRAL           ",0,0,0,1900,"Class 2",270000
"HARLEM-CENTRAL           ",0,0,0,1994,"Class 2",270000
"HARLEM-CENTRAL           ",0,0,0,1917,"Class 2",270000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",270000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",270000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",270000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",270000
"MIDTOWN EAST             ",0,0,0,1927,"Class 2",270000
"MIDTOWN EAST             ",0,0,0,1927,"Class 2",270000
"MIDTOWN EAST             ",1,0,0,0,"Class 4",270000
"MURRAY HILL              ",0,0,0,1963,"Class 2",270000
"MURRAY HILL              ",0,0,0,1963,"Class 2",270000
"UPPER EAST SIDE (59-79)  ",0,0,0,1910,"Class 2",270000
"UPPER EAST SIDE (79-96)  ",0,0,0,1930,"Class 2",270000
"UPPER EAST SIDE (79-96)  ",0,0,0,1925,"Class 2",270000
"UPPER WEST SIDE (59-79)  ",0,0,0,1905,"Class 2",270000
"UPPER WEST SIDE (79-96)  ",0,0,0,1900,"Class 2",270000
"UPPER WEST SIDE (96-116) ",0,0,0,1900,"Class 2",270000
"UPPER WEST SIDE (96-116) ",0,0,0,1929,"Class 2",270000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1923,"Class 2",270000
"UPPER EAST SIDE (59-79)  ",0,0,0,1931,"Class 2",270063
"MIDTOWN WEST             ",1,0,0,2007,"Class 4",270401
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",271890
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",272000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",272500
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",272500
"INWOOD                   ",0,0,0,1925,"Class 2",274000
"KIPS BAY                 ",0,0,0,1920,"Class 2",274000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",274395
"ALPHABET CITY            ",0,0,0,1920,"Class 2",275000
"CLINTON                  ",0,0,0,1910,"Class 2",275000
"CLINTON                  ",0,0,0,1929,"Class 2",275000
"HARLEM-CENTRAL           ",0,0,0,1901,"Class 2",275000
"HARLEM-CENTRAL           ",0,0,0,1920,"Class 2",275000
"HARLEM-CENTRAL           ",0,0,0,1920,"Class 2",275000
"HARLEM-EAST              ",0,0,0,1910,"Class 2",275000
"HARLEM-UPPER             ",0,0,0,1915,"Class 2",275000
"KIPS BAY                 ",1,0,0,0,"Class 2",275000
"MANHATTAN VALLEY         ",0,0,0,1900,"Class 2",275000
"MANHATTAN VALLEY         ",0,0,0,1900,"Class 2",275000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",275000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",275000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",275000
"MIDTOWN EAST             ",0,0,0,1960,"Class 2",275000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",275000
"MIDTOWN EAST             ",0,0,0,1959,"Class 2",275000
"MURRAY HILL              ",0,0,0,1930,"Class 2",275000
"MURRAY HILL              ",0,0,0,1929,"Class 2",275000
"UPPER EAST SIDE (79-96)  ",0,0,0,1900,"Class 2",275000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",275000
"UPPER EAST SIDE (79-96)  ",0,0,0,1962,"Class 2",275000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",275000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",275000
"UPPER WEST SIDE (79-96)  ",0,0,0,1940,"Class 2",275000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",275000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",275097
"MIDTOWN WEST             ",1,0,0,0,"Class 4",275223
"INWOOD                   ",0,0,0,1956,"Class 2",275500
"UPPER EAST SIDE (59-79)  ",0,0,0,1962,"Class 2",275800
"UPPER WEST SIDE (96-116) ",0,0,0,1929,"Class 2",276000
"GRAMERCY                 ",0,0,0,1910,"Class 2",276208
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",276315
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",276500
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",276708
"HARLEM-CENTRAL           ",0,0,0,1920,"Class 2",277000
"HARLEM-CENTRAL           ",0,0,0,2004,"Class 2",277000
"UPPER EAST SIDE (79-96)  ",0,0,0,1941,"Class 2",277000
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",277000
"UPPER EAST SIDE (79-96)  ",0,0,0,1925,"Class 2",277500
"GRAMERCY                 ",0,0,0,1920,"Class 2",278000
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",278000
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",278850
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",278850
"UPPER EAST SIDE (59-79)  ",0,0,0,1966,"Class 2",278850
"GREENWICH VILLAGE-WEST   ",0,0,0,1911,"Class 2",279000
"UPPER EAST SIDE (79-96)  ",0,0,0,1930,"Class 2",279000
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",279000
"INWOOD                   ",0,0,0,1952,"Class 2",279386
"WASHINGTON HEIGHTS UPPER ",0,0,0,1920,"Class 2",279500
"WASHINGTON HEIGHTS UPPER ",0,0,0,1940,"Class 2",279664
"CLINTON                  ",0,0,0,1929,"Class 2",280000
"GRAMERCY                 ",0,0,0,1931,"Class 2",280000
"HARLEM-CENTRAL           ",0,0,0,1957,"Class 2",280000
"HARLEM-CENTRAL           ",1,0,0,0,"Class 2",280000
"HARLEM-CENTRAL           ",1,0,0,1910,"Class 2",280000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",280000
"MIDTOWN EAST             ",0,0,0,1959,"Class 2",280000
"MIDTOWN EAST             ",0,0,0,1959,"Class 2",280000
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",280000
"MIDTOWN WEST             ",1,0,0,1963,"Class 4",280000
"MURRAY HILL              ",0,0,0,1938,"Class 2",280000
"UPPER EAST SIDE (79-96)  ",0,0,0,1960,"Class 2",280000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",280000
"UPPER EAST SIDE (79-96)  ",0,0,0,1941,"Class 2",280000
"UPPER EAST SIDE (79-96)  ",0,0,0,1959,"Class 2",280000
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",280000
"UPPER EAST SIDE (79-96)  ",0,0,0,1920,"Class 2",280000
"UPPER EAST SIDE (79-96)  ",0,0,0,1963,"Class 2",280000
"UPPER WEST SIDE (79-96)  ",0,0,0,1920,"Class 2",280000
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",280000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",280000
"MIDTOWN WEST             ",1,0,0,0,"Class 4",280578
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",281258
"INWOOD                   ",0,0,0,1966,"Class 2",282000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",282000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",282237
"MIDTOWN EAST             ",1,0,0,0,"Class 4",282302
"INWOOD                   ",0,0,0,1925,"Class 2",282500
"MIDTOWN EAST             ",0,0,0,1927,"Class 2",282500
"UPPER WEST SIDE (59-79)  ",0,0,0,1915,"Class 2",282500
"WASHINGTON HEIGHTS UPPER ",0,0,0,1917,"Class 2",282500
"WASHINGTON HEIGHTS UPPER ",0,0,0,1920,"Class 2",282500
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",282750
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",283000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",284000
"INWOOD                   ",0,0,0,1952,"Class 2",284069
"WASHINGTON HEIGHTS UPPER ",0,0,0,1928,"Class 2",284500
"ALPHABET CITY            ",0,0,0,1910,"Class 2",285000
"ALPHABET CITY            ",0,0,0,1929,"Class 2",285000
"CLINTON                  ",0,0,0,1929,"Class 2",285000
"HARLEM-CENTRAL           ",0,0,0,1920,"Class 2",285000
"HARLEM-CENTRAL           ",1,0,0,1940,"Class 2",285000
"HARLEM-EAST              ",0,0,0,1910,"Class 2",285000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",285000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",285000
"MIDTOWN EAST             ",0,0,0,1927,"Class 2",285000
"MIDTOWN EAST             ",0,0,0,1939,"Class 2",285000
"MURRAY HILL              ",0,0,0,1963,"Class 2",285000
"SOHO                     ",0,0,0,1900,"Class 2",285000
"UPPER EAST SIDE (59-79)  ",0,0,0,1957,"Class 2",285000
"UPPER EAST SIDE (59-79)  ",0,0,0,0,"Class 2",285000
"UPPER EAST SIDE (79-96)  ",0,0,0,1962,"Class 2",285000
"UPPER EAST SIDE (79-96)  ",0,0,0,1957,"Class 2",285000
"UPPER EAST SIDE (79-96)  ",0,0,0,1959,"Class 2",285000
"UPPER WEST SIDE (59-79)  ",0,0,0,1926,"Class 2",285000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1968,"Class 2",285000
"INWOOD                   ",1,0,0,0,"Class 1",286000
"MURRAY HILL              ",0,0,0,1963,"Class 2",286000
"UPPER EAST SIDE (79-96)  ",0,0,0,1925,"Class 2",286000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1951,"Class 2",287000
